frame,cpu_ms,gpu_pass_0,gpu_pass_1,gpu_pass_2
,0.148,0.344,0.003
109,7.231,,,
,0.141,0.338,0.001
110,9.443,,,
,0.141,0.338,0.002
111,6.313,,,
,0.138,0.336,0.000
112,4.273,,,
,0.138,0.336,0.002
113,3.717,,,
,0.160,0.502,0.002
114,6.265,,,
,0.159,0.505,0.001
115,3.566,,,
,0.163,0.510,0.002
116,3.368,,,
,0.161,0.504,0.001
117,3.143,,,
,0.163,0.510,0.002
118,2.583,,,
,0.157,0.504,0.000
119,2.796,,,
,0.162,0.513,0.001
120,7.531,,,
,0.158,0.506,0.000
121,4.766,,,
,0.162,0.509,0.002
122,3.910,,,
,0.158,0.508,0.000
123,5.534,,,
,0.160,0.512,0.000
124,4.607,,,
,0.163,0.507,0.000
125,5.218,,,
,0.167,0.509,0.002
126,6.299,,,
,0.159,0.503,0.000
127,7.177,,,
,0.157,0.502,0.001
128,6.458,,,
,0.156,0.505,0.001
129,5.398,,,
,0.157,0.512,0.002
130,4.318,,,
,0.156,0.505,0.001
131,2.831,,,
,0.157,0.512,0.002
132,4.119,,,
,0.158,0.502,0.000
133,3.501,,,
,0.158,0.504,0.002
134,2.991,,,
,0.165,0.538,0.001
135,6.106,,,
,0.164,0.535,0.002
136,4.031,,,
,0.163,0.529,0.002
137,3.604,,,
,0.165,0.534,0.001
138,5.861,,,
,0.166,0.535,0.002
139,4.526,,,
,0.163,0.534,0.001
140,5.624,,,
,0.165,0.535,0.000
141,6.512,,,
,0.165,0.532,0.002
142,4.924,,,
,0.178,0.535,0.002
143,5.452,,,
,0.162,0.539,0.002
144,5.021,,,
,0.164,0.534,0.001
145,4.350,,,
,0.166,0.537,0.000
146,4.845,,,
,0.162,0.532,0.001
147,6.092,,,
,0.163,0.531,0.000
148,4.398,,,
,0.167,0.537,0.002
149,5.258,,,
,0.164,0.530,0.001
150,5.436,,,
,0.164,0.530,0.002
151,4.488,,,
,0.164,0.536,0.000
152,6.787,,,
,0.166,0.531,0.001
153,4.905,,,
,0.162,0.533,0.002
154,4.766,,,
,0.162,0.534,0.001
155,5.421,,,
,0.167,0.531,0.002
156,4.608,,,
,0.162,0.534,0.001
157,4.364,,,
,0.169,0.534,0.002
158,6.367,,,
,0.167,0.536,0.002
159,5.847,,,
,0.169,0.542,0.001
160,4.951,,,
,0.167,0.535,0.000
161,7.148,,,
,0.164,0.533,0.002
162,4.778,,,
,0.171,0.535,0.002
163,5.916,,,
,0.164,0.538,0.002
164,5.069,,,
,0.165,0.532,0.002
165,6.960,,,
,0.163,0.545,0.002
166,4.712,,,
,0.162,0.546,0.000
167,4.554,,,
,0.164,0.545,0.002
168,3.487,,,
,0.163,0.545,0.002
169,4.624,,,
,0.164,0.545,0.002
170,3.773,,,
,0.172,0.551,0.000
171,4.859,,,
,0.168,0.553,0.000
172,3.295,,,
,0.163,0.547,0.001
173,3.360,,,
,0.163,0.555,0.001
174,3.844,,,
,0.164,0.547,0.000
175,3.620,,,
,0.164,0.547,0.000
176,3.378,,,
,0.169,0.550,0.000
177,5.186,,,
,0.164,0.547,0.000
178,3.066,,,
,0.163,0.547,0.001
179,4.948,,,
,0.168,0.547,0.000
180,2.308,,,
,0.165,0.546,0.001
181,3.125,,,
,0.165,0.547,0.000
182,1.734,,,
,0.165,0.546,0.001
183,2.134,,,
,0.163,0.548,0.001
184,2.531,,,
,0.163,0.544,0.001
185,2.332,,,
,0.164,0.548,0.001
186,3.228,,,
,0.163,0.543,0.002
187,1.583,,,
,0.164,0.552,0.001
188,3.707,,,
,0.165,0.549,0.000
189,2.869,,,
,0.164,0.552,0.001
190,1.774,,,
,0.165,0.549,0.000
191,1.516,,,
,0.163,0.546,0.001
192,2.177,,,
,0.165,0.547,0.001
193,2.556,,,
,0.165,0.549,0.001
194,3.158,,,
,0.163,0.545,0.002
195,2.263,,,
,0.169,0.548,0.000
196,3.123,,,
,0.163,0.545,0.000
197,1.726,,,
,0.164,0.546,0.001
198,2.905,,,
,0.162,0.547,0.000
199,2.204,,,
,0.164,0.546,0.001
200,2.317,,,
,0.163,0.548,0.001
201,2.337,,,
,0.166,0.547,0.001
202,2.000,,,
,0.163,0.545,0.002
203,3.170,,,
,0.170,0.547,0.001
204,2.905,,,
,0.168,0.545,0.000
205,3.740,,,
,0.169,0.559,0.002
206,4.409,,,
,0.168,0.545,0.000
207,3.384,,,
,0.165,0.554,0.001
208,4.188,,,
,0.164,0.553,0.000
209,2.199,,,
,0.165,0.554,0.001
210,2.536,,,
,0.165,0.552,0.000
211,2.313,,,
,0.163,0.553,0.002
212,4.529,,,
,0.164,0.557,0.000
213,3.494,,,
,0.170,0.559,0.001
214,4.093,,,
,0.165,0.554,0.002
215,3.862,,,
,0.170,0.559,0.001
216,2.492,,,
,0.165,0.554,0.002
217,2.050,,,
,0.163,0.553,0.001
218,3.240,,,
,0.164,0.553,0.001
219,2.127,,,
,0.163,0.553,0.001
220,2.409,,,
,0.169,0.553,0.000
221,2.629,,,
,0.164,0.552,0.002
222,2.937,,,
,0.165,0.555,0.001
223,3.057,,,
,0.165,0.555,0.000
224,2.532,,,
,0.164,0.554,0.001
225,3.228,,,
,0.165,0.555,0.001
226,2.340,,,
,0.167,0.555,0.000
227,3.210,,,
,0.163,0.554,0.001
228,2.034,,,
,0.167,0.555,0.000
229,2.210,,,
,0.165,0.555,0.000
230,2.634,,,
,0.164,0.554,0.001
231,3.098,,,
,0.163,0.553,0.001
232,2.270,,,
,0.164,0.554,0.001
233,2.798,,,
,0.164,0.553,0.001
234,2.289,,,
,0.165,0.557,0.002
235,1.975,,,
,0.164,0.561,0.000
236,3.128,,,
,0.165,0.552,0.001
237,2.077,,,
,0.170,0.557,0.002
238,3.805,,,
,0.164,0.555,0.002
239,2.592,,,
,0.170,0.557,0.002
240,3.342,,,
,0.164,0.554,0.001
241,3.799,,,
,0.164,0.567,0.002
242,1.853,,,
,0.171,0.562,0.000
243,3.119,,,
,0.164,0.553,0.001
244,1.910,,,
,0.171,0.562,0.000
245,3.915,,,
,0.164,0.553,0.002
246,2.193,,,
,0.164,0.552,0.001
247,3.938,,,
,0.165,0.558,0.001
248,2.291,,,
,0.168,0.552,0.002
249,3.809,,,
,0.163,0.555,0.001
250,2.406,,,
,0.168,0.552,0.002
251,2.118,,,
,0.165,0.555,0.001
252,2.054,,,
,0.165,0.555,0.002
253,3.223,,,
,0.165,0.555,0.002
254,1.862,,,
,0.164,0.555,0.000
255,3.471,,,
,0.164,0.554,0.001
256,2.812,,,
,0.165,0.551,0.001
257,3.609,,,
,0.165,0.553,0.002
258,2.133,,,
,0.165,0.551,0.001
259,2.426,,,
,0.164,0.553,0.002
260,2.419,,,
,0.164,0.553,0.000
261,2.872,,,
,0.165,0.555,0.001
262,1.736,,,
,0.165,0.555,0.000
263,3.228,,,
,0.164,0.557,0.000
264,1.507,,,
,0.166,0.553,0.000
265,3.386,,,
,0.164,0.557,0.001
266,2.013,,,
,0.164,0.520,0.000
267,3.341,,,
,0.164,0.557,0.000
268,1.690,,,
,0.166,0.515,0.001
269,2.594,,,
,0.162,0.517,0.000
270,2.122,,,
,0.166,0.515,0.001
271,1.778,,,
,0.160,0.518,0.001
272,2.322,,,
,0.161,0.517,0.001
273,2.774,,,
,0.166,0.522,0.000
274,2.967,,,
,0.161,0.516,0.000
275,3.013,,,
,0.164,0.517,0.001
276,2.251,,,
,0.161,0.516,0.002
277,3.134,,,
,0.164,0.514,0.000
278,2.415,,,
,0.160,0.516,0.001
279,3.596,,,
,0.159,0.520,0.001
280,2.465,,,
,0.161,0.516,0.000
281,2.917,,,
,0.164,0.517,0.001
282,2.362,,,
,0.162,0.514,0.001
283,3.287,,,
,0.160,0.517,0.001
284,2.483,,,
,0.159,0.520,0.000
285,3.376,,,
,0.160,0.518,0.001
286,2.395,,,
,0.161,0.516,0.001
287,3.166,,,
,0.166,0.516,0.001
288,2.398,,,
,0.161,0.516,0.001
289,3.409,,,
,0.160,0.516,0.001
290,2.698,,,
,0.161,0.517,0.002
291,2.830,,,
,0.161,0.516,0.000
292,3.051,,,
,0.160,0.516,0.001
293,2.813,,,
,0.161,0.516,0.000
294,2.428,,,
,0.160,0.516,0.002
295,3.250,,,
,0.163,0.520,0.000
296,2.736,,,
,0.160,0.515,0.001
297,2.881,,,
,0.161,0.516,0.002
298,3.050,,,
,0.160,0.518,0.001
299,2.696,,,
,0.164,0.516,0.001
300,3.047,,,
,0.161,0.518,0.002
301,2.684,,,
,0.164,0.516,0.001
302,3.084,,,
,0.161,0.514,0.002
303,2.462,,,
,0.161,0.518,0.001
304,2.768,,,
,0.160,0.523,0.000
305,2.687,,,
,0.160,0.517,0.000
306,3.114,,,
,0.160,0.515,0.001
307,2.537,,,
,0.161,0.517,0.002
308,2.311,,,
,0.162,0.517,0.001
309,3.628,,,
,0.160,0.518,0.001
310,2.909,,,
,0.160,0.516,0.001
311,2.595,,,
,0.160,0.522,0.001
312,1.767,,,
,0.161,0.516,0.001
313,4.048,,,
,0.159,0.526,0.001
314,2.267,,,
,0.161,0.516,0.001
315,3.576,,,
,0.162,0.518,0.002
316,2.772,,,
,0.161,0.516,0.000
317,2.961,,,
,0.162,0.518,0.002
318,2.076,,,
,0.160,0.519,0.001
319,3.298,,,
,0.161,0.518,0.001
320,1.997,,,
,0.161,0.516,0.001
321,3.842,,,
,0.160,0.519,0.000
322,2.807,,,
,0.163,0.515,0.001
323,2.299,,,
,0.160,0.519,0.000
324,2.428,,,
,0.161,0.515,0.000
325,3.573,,,
,0.160,0.516,0.002
326,1.863,,,
,0.160,0.520,0.001
327,3.584,,,
,0.160,0.515,0.002
328,1.790,,,
,0.160,0.516,0.002
329,4.013,,,
,0.160,0.528,0.000
330,1.890,,,
,0.161,0.514,0.001
331,3.558,,,
,0.160,0.516,0.001
332,1.758,,,
,0.154,0.497,0.001
333,3.780,,,
,0.155,0.498,0.001
334,2.781,,,
,0.157,0.502,0.002
335,2.890,,,
,0.155,0.498,0.001
336,1.967,,,
,0.157,0.497,0.001
337,3.869,,,
,0.156,0.500,0.001
338,2.743,,,
,0.156,0.500,0.000
339,2.896,,,
,0.156,0.500,0.001
340,2.772,,,
,0.156,0.502,0.001
341,3.208,,,
,0.155,0.505,0.000
342,2.354,,,
,0.154,0.499,0.000
343,2.922,,,
,0.155,0.504,0.001
344,2.273,,,
,0.155,0.500,0.002
345,3.497,,,
,0.154,0.501,0.001
346,2.045,,,
,0.156,0.499,0.000
347,3.592,,,
,0.154,0.500,0.002
348,1.692,,,
,0.156,0.498,0.000
349,3.659,,,
,0.154,0.500,0.000
350,2.272,,,
,0.155,0.498,0.000
351,2.583,,,
,0.154,0.502,0.001
352,1.915,,,
,0.156,0.502,0.000
353,3.735,,,
,0.155,0.503,0.001
354,1.772,,,
,0.172,0.499,0.001
355,3.761,,,
,0.159,0.500,0.000
356,2.239,,,
,0.156,0.500,0.000
357,3.204,,,
,0.157,0.505,0.001
358,2.194,,,
,0.155,0.499,0.001
359,3.594,,,
,0.153,0.502,0.002
360,2.571,,,
,0.155,0.512,0.001
361,3.033,,,
,0.153,0.502,0.002
362,1.730,,,
,0.156,0.499,0.001
363,4.087,,,
,0.154,0.501,0.000
364,1.856,,,
,0.156,0.495,0.001
365,3.831,,,
,0.156,0.506,0.003
366,4.322,,,
,0.160,0.496,0.001
367,4.561,,,
,0.156,0.506,0.003
368,1.979,,,
,0.160,0.496,0.001
369,2.363,,,
,0.155,0.493,0.001
370,2.991,,,
,0.160,0.494,0.000
371,2.764,,,
,0.155,0.493,0.001
372,1.658,,,
,0.160,0.494,0.000
373,1.702,,,
,0.154,0.494,0.002
374,1.510,,,
,0.156,0.494,0.001
375,3.199,,,
,0.155,0.510,0.002
376,2.548,,,
,0.154,0.491,0.000
377,1.760,,,
,0.163,0.500,0.002
378,2.798,,,
,0.156,0.494,0.002
379,2.596,,,
,0.153,0.491,0.000
380,2.947,,,
,0.154,0.492,0.002
381,2.695,,,
,0.153,0.491,0.000
382,2.256,,,
,0.155,0.492,0.002
383,3.571,,,
,0.159,0.495,0.001
384,2.069,,,
,0.156,0.489,0.000
385,3.665,,,
,0.154,0.496,0.000
386,2.127,,,
,0.155,0.491,0.001
387,3.563,,,
,0.154,0.496,0.001
388,1.724,,,
,0.156,0.492,0.001
389,3.865,,,
,0.157,0.492,0.002
390,1.648,,,
,0.155,0.491,0.001
391,4.105,,,
,0.155,0.492,0.002
392,3.029,,,
,0.155,0.492,0.001
393,2.566,,,
,0.155,0.492,0.002
394,1.720,,,
,0.154,0.494,0.002
395,4.241,,,
,0.154,0.493,0.001
396,2.533,,,
,0.157,0.485,0.000
397,3.053,,,
,0.154,0.493,0.001
398,1.814,,,
,0.154,0.483,0.000
399,4.096,,,
,0.154,0.487,0.002
400,2.475,,,
,0.154,0.496,0.001
401,2.568,,,
,0.155,0.500,0.002
402,3.238,,,
,0.159,0.498,0.002
403,2.038,,,
,0.155,0.500,0.002
404,1.713,,,
,0.155,0.499,0.001
405,4.197,,,
,0.155,0.504,0.001
406,1.903,,,
,0.156,0.500,0.001
407,3.754,,,
,0.154,0.499,0.001
408,2.034,,,
,0.154,0.499,0.000
409,3.809,,,
,0.159,0.501,0.001
410,2.580,,,
,0.154,0.503,0.001
411,2.916,,,
,0.154,0.502,0.001
412,3.425,,,
,0.155,0.500,0.002
413,2.157,,,
,0.154,0.502,0.001
414,1.792,,,
,0.155,0.499,0.001
415,3.951,,,
,0.155,0.503,0.001
416,1.840,,,
,0.155,0.501,0.001
417,3.745,,,
,0.157,0.500,0.001
418,1.930,,,
,0.158,0.499,0.001
419,3.548,,,
,0.154,0.501,0.001
420,1.719,,,
,0.156,0.500,0.000
421,3.889,,,
,0.154,0.500,0.001
422,3.137,,,
,0.156,0.500,0.002
423,2.491,,,
,0.154,0.500,0.001
424,1.901,,,
,0.155,0.500,0.000
425,3.833,,,
,0.155,0.501,0.001
426,1.754,,,
,0.156,0.501,0.000
427,3.898,,,
,0.158,0.499,0.000
428,1.748,,,
,0.155,0.498,0.000
429,4.012,,,
,0.159,0.501,0.001
430,1.735,,,
,0.156,0.500,0.000
431,4.102,,,
,0.155,0.499,0.001
432,2.610,,,
,0.155,0.502,0.001
433,2.855,,,
,0.155,0.499,0.001
434,2.388,,,
,0.156,0.503,0.001
435,3.298,,,
,0.162,0.504,0.001
436,2.501,,,
,0.155,0.502,0.002
437,3.334,,,
,0.162,0.504,0.001
438,2.234,,,
,0.156,0.496,0.001
439,3.780,,,
,0.155,0.503,0.001
440,1.872,,,
,0.155,0.504,0.000
441,3.846,,,
,0.161,0.500,0.001
442,1.801,,,
,0.156,0.490,0.001
443,3.795,,,
,0.155,0.492,0.001
444,2.385,,,
,0.155,0.496,0.000
445,3.029,,,
,0.155,0.494,0.000
446,2.847,,,
,0.156,0.490,0.002
447,2.823,,,
,0.155,0.494,0.000
448,1.955,,,
,0.155,0.489,0.000
449,3.837,,,
,0.156,0.494,0.000
450,1.962,,,
,0.155,0.492,0.001
451,3.179,,,
,0.154,0.489,0.002
452,1.744,,,
,0.160,0.494,0.000
453,3.930,,,
,0.154,0.491,0.000
454,1.949,,,
,0.155,0.504,0.000
455,3.955,,,
,0.155,0.495,0.001
456,2.134,,,
,0.155,0.492,0.001
457,3.481,,,
,0.156,0.493,0.000
458,1.831,,,
,0.154,0.492,0.001
459,3.994,,,
,0.154,0.493,0.000
460,2.212,,,
,0.154,0.496,0.001
461,3.454,,,
,0.154,0.496,0.002
462,1.699,,,
,0.155,0.490,0.001
463,4.275,,,
,0.154,0.496,0.000
464,2.105,,,
,0.155,0.490,0.002
465,3.357,,,
,0.154,0.493,0.000
466,2.711,,,
,0.153,0.494,0.000
467,2.534,,,
,0.154,0.492,0.001
468,1.779,,,
,0.157,0.491,0.001
469,3.803,,,
,0.155,0.490,0.002
470,2.176,,,
,0.154,0.494,0.000
471,3.206,,,
,0.154,0.493,0.001
472,2.594,,,
,0.154,0.491,0.001
473,2.862,,,
,0.154,0.493,0.001
474,1.582,,,
,0.154,0.487,0.001
475,3.883,,,
,0.155,0.489,0.000
476,1.812,,,
,0.155,0.487,0.001
477,3.682,,,
,0.153,0.487,0.001
478,2.531,,,
,0.155,0.488,0.000
479,3.422,,,
,0.153,0.487,0.001
480,2.308,,,
,0.155,0.486,0.002
481,3.199,,,
,0.154,0.488,0.000
482,1.901,,,
,0.154,0.489,0.001
483,3.619,,,
,0.155,0.487,0.000
484,1.886,,,
,0.154,0.487,0.001
485,4.013,,,
,0.154,0.488,0.000
486,1.748,,,
,0.154,0.485,0.001
487,3.956,,,
,0.155,0.488,0.000
488,2.469,,,
,0.159,0.487,0.000
489,3.124,,,
,0.153,0.487,0.002
490,3.192,,,
,0.155,0.487,0.001
491,2.704,,,
,0.154,0.486,0.001
492,2.042,,,
,0.155,0.486,0.001
493,3.370,,,
,0.156,0.487,0.001
494,2.604,,,
,0.164,0.487,0.001
495,2.853,,,
,0.156,0.487,0.001
496,2.007,,,
,0.155,0.485,0.001
497,3.165,,,
,0.155,0.491,0.001
498,2.462,,,
,0.155,0.487,0.002
499,3.440,,,
,0.154,0.486,0.002
500,2.866,,,
,0.155,0.488,0.001
501,2.757,,,
,0.154,0.494,0.000
502,2.411,,,
,0.157,0.486,0.002
503,3.222,,,
,0.153,0.487,0.001
504,2.366,,,
,0.155,0.487,0.001
505,3.200,,,
,0.155,0.488,0.000
506,2.269,,,
,0.154,0.487,0.000
507,3.579,,,
,0.154,0.486,0.002
508,3.294,,,
,0.154,0.485,0.002
509,2.473,,,
,0.154,0.486,0.002
510,2.109,,,
,0.155,0.488,0.001
511,3.634,,,
,0.154,0.487,0.001
512,2.495,,,
,0.155,0.483,0.002
513,3.313,,,
,0.154,0.487,0.001
514,2.310,,,
,0.153,0.485,0.002
515,3.340,,,
,0.154,0.489,0.001
516,2.294,,,
,0.155,0.490,0.001
517,3.449,,,
,0.153,0.487,0.001
518,2.111,,,
,0.158,0.484,0.002
519,3.306,,,
,0.154,0.487,0.001
520,2.932,,,
,0.155,0.483,0.001
521,2.707,,,
,0.159,0.488,0.001
522,2.180,,,
,0.155,0.489,0.000
523,3.615,,,
,0.154,0.487,0.001
524,2.025,,,
,0.155,0.486,0.000
525,3.791,,,
,0.157,0.487,0.002
526,2.513,,,
,0.154,0.487,0.001
527,3.132,,,
,0.157,0.487,0.002
528,1.903,,,
,0.154,0.486,0.001
529,4.174,,,
,0.154,0.487,0.000
530,2.788,,,
,0.154,0.485,0.002
531,2.683,,,
,0.152,0.489,0.001
532,3.923,,,
,0.158,0.489,0.000
533,4.968,,,
,0.154,0.488,0.002
534,3.586,,,
,0.158,0.489,0.000
535,2.017,,,
,0.154,0.488,0.002
536,1.471,,,
,0.155,0.487,0.001
537,1.609,,,
,0.154,0.493,0.001
538,1.620,,,
,0.157,0.486,0.000
539,3.010,,,
,0.157,0.496,0.002
540,3.248,,,
,0.153,0.487,0.002
541,2.585,,,
,0.154,0.492,0.001
542,5.129,,,
,0.153,0.487,0.002
543,2.019,,,
,0.154,0.492,0.001
544,1.658,,,
,0.154,0.487,0.001
545,2.729,,,
,0.154,0.488,0.000
546,1.967,,,
,0.154,0.485,0.001
547,3.831,,,
,0.158,0.487,0.001
548,2.674,,,
,0.155,0.487,0.000
549,3.274,,,
,0.158,0.487,0.001
550,3.168,,,
,0.154,0.485,0.002
551,2.557,,,
,0.154,0.489,0.001
552,2.014,,,
,0.153,0.485,0.001
553,3.703,,,
,0.154,0.486,0.000
554,2.105,,,
,0.155,0.489,0.000
555,3.588,,,
,0.158,0.488,0.001
556,2.074,,,
,0.165,0.494,0.002
557,1.953,,,
,0.153,0.487,0.001
558,1.512,,,
,0.165,0.494,0.002
559,2.431,,,
,0.154,0.488,0.002
560,1.401,,,
,0.153,0.488,0.001
561,1.365,,,
,0.154,0.486,0.002
562,2.411,,,
,0.155,0.488,0.001
563,2.083,,,
,0.161,0.492,0.001
564,2.702,,,
,0.155,0.489,0.001
565,2.592,,,
,0.153,0.494,0.002
566,1.989,,,
,0.155,0.489,0.001
567,1.397,,,
,0.154,0.488,0.002
568,2.193,,,
,0.154,0.488,0.000
569,3.111,,,
,0.153,0.489,0.000
570,1.823,,,
,0.172,0.485,0.002
571,2.354,,,
,0.154,0.488,0.000
572,1.632,,,
,0.172,0.485,0.002
573,1.582,,,
,0.154,0.510,0.001
574,3.366,,,
,0.154,0.487,0.000
575,2.573,,,
,0.154,0.510,0.001
576,1.366,,,
,0.154,0.487,0.002
577,1.761,,,
,0.154,0.494,0.000
578,1.556,,,
,0.153,0.487,0.008
579,2.041,,,
,0.154,0.487,0.000
580,1.976,,,
,0.155,0.487,0.002
581,2.086,,,
,0.154,0.487,0.002
582,1.793,,,
,0.153,0.487,0.001
583,2.136,,,
,0.153,0.487,0.002
584,1.863,,,
,0.153,0.487,0.001
585,1.848,,,
,0.154,0.487,0.001
586,2.541,,,
,0.156,0.486,0.002
587,1.544,,,
,0.154,0.487,0.001
588,2.080,,,
,0.154,0.486,0.000
589,1.514,,,
,0.153,0.489,0.000
590,1.912,,,
,0.154,0.486,0.002
591,1.458,,,
,0.153,0.489,0.001
592,2.181,,,
,0.155,0.486,0.001
593,1.937,,,
,0.155,0.487,0.001
594,1.587,,,
,0.154,0.493,0.000
595,1.817,,,
,0.155,0.486,0.001
596,2.166,,,
,0.153,0.487,0.002
597,1.478,,,
,0.154,0.493,0.000
598,2.132,,,
,0.155,0.485,0.002
599,1.531,,,
,0.154,0.485,0.001
600,2.080,,,
,0.155,0.486,0.002
601,1.465,,,
,0.154,0.487,0.000
602,1.585,,,
,0.154,0.491,0.000
603,1.522,,,
,0.154,0.486,0.000
604,1.885,,,
,0.159,0.499,0.001
605,2.569,,,
,0.154,0.488,0.001
606,1.349,,,
,0.159,0.499,0.001
607,1.972,,,
,0.154,0.498,0.001
608,1.351,,,
,0.154,0.501,0.001
609,1.987,,,
,0.156,0.500,0.000
610,1.527,,,
,0.155,0.497,0.001
611,2.247,,,
,0.155,0.501,0.001
612,1.909,,,
,0.155,0.498,0.002
613,2.579,,,
,0.155,0.502,0.001
614,1.412,,,
,0.157,0.500,0.000
615,2.264,,,
,0.156,0.498,0.002
616,1.472,,,
,0.157,0.500,0.000
617,1.588,,,
,0.154,0.501,0.001
618,1.500,,,
,0.155,0.500,0.000
619,1.771,,,
,0.155,0.500,0.000
620,1.768,,,
,0.155,0.505,0.001
621,1.330,,,
,0.155,0.503,0.001
622,2.286,,,
,0.154,0.500,0.001
623,1.794,,,
,0.155,0.502,0.001
624,1.364,,,
,0.156,0.504,0.001
625,1.675,,,
,0.154,0.500,0.000
626,1.393,,,
,0.154,0.499,0.001
627,1.830,,,
,0.155,0.498,0.002
628,1.409,,,
,0.156,0.500,0.000
629,1.457,,,
,0.155,0.500,0.000
630,1.653,,,
,0.155,0.497,0.001
631,1.344,,,
,0.155,0.502,0.001
632,2.679,,,
,0.155,0.497,0.001
633,2.115,,,
